"id","position_cluster"
"36880","Central Forward"
"36881","Central Forward"
"36886","Left-Sided Attacker"
"368879","Left-Sided Midfielder/Fullback"
"368879","Central Defender"
"36892","Right-Sided Midfielder/Fullback"
"36892","Left-Sided Midfielder/Fullback"
"36900","Central Defender"
"369045","Central Defender"
"36918","Central Defender"
"36933","Central Defender"
"36933","Left-Sided Midfielder/Fullback"
"369375","Central Forward"
"369375","Left-Sided Attacker"
"369375","Right-Sided Attacker"
"369391","Left-Sided Midfielder/Fullback"
"36945","Central Defender"
"36966","Central Defender"
"36971","Central Defender"
"36972","Central Midfielder"
"36987","Central Defender"
"36996","Left-Sided Attacker"
"36996","Left-Sided Midfielder/Fullback"
"37000","Central Forward"
"37007","Central Defender"
"37009","Central Defender"
"37019","Left-Sided Midfielder/Fullback"
"37019","Right-Sided Midfielder/Fullback"
"37023","Central Defender"
"37023","Central Midfielder"
"37028","Central Forward"
"37038","Central Midfielder"
"37041","Central Defender"
"37042","Central Defender"
"37046","Left-Sided Midfielder/Fullback"
"37047","Right-Sided Attacker"
"37047","Central Midfielder"
"37066","Central Defender"
"37066","Central Midfielder"
"37070","Right-Sided Midfielder/Fullback"
"37071","Central Midfielder"
"370717","Left-Sided Midfielder/Fullback"
"370717","Left-Sided Attacker"
"37075","Left-Sided Midfielder/Fullback"
"37075","Central Midfielder"
"370785","Central Defender"
"371113","Central Midfielder"
"371189","Left-Sided Midfielder/Fullback"
"371215","Central Defender"
"371215","Central Midfielder"
"371253","Central Midfielder"
"371413","Central Defender"
"371413","Left-Sided Midfielder/Fullback"
"37143","Central Forward"
"37153","Central Defender"
"37166","Central Midfielder"
"37181","Central Midfielder"
"372131","Left-Sided Midfielder/Fullback"
"372131","Central Defender"
"372149","Central Defender"
"372257","Central Midfielder"
"372261","Central Midfielder"
"372261","Left-Sided Midfielder/Fullback"
"372269","Central Midfielder"
"372269","Central Forward"
"372285","Left-Sided Midfielder/Fullback"
"372307","Right-Sided Attacker"
"372307","Central Midfielder"
"372317","Left-Sided Midfielder/Fullback"
"372347","Right-Sided Midfielder/Fullback"
"372347","Central Midfielder"
"372347","Left-Sided Attacker"
"372381","Central Defender"
"372395","Central Midfielder"
"372473","Right-Sided Attacker"
"372473","Left-Sided Attacker"
"37270","Central Midfielder"
"37270","Left-Sided Midfielder/Fullback"
"372913","Central Defender"
"372915","Central Midfielder"
"372947","Right-Sided Midfielder/Fullback"
"372949","Central Defender"
"372951","Left-Sided Midfielder/Fullback"
"372983","Central Forward"
"372987","Central Defender"
"372993","Central Defender"
"37336","Central Midfielder"
"37336","Central Defender"
"37336","Right-Sided Midfielder/Fullback"
"37343","Right-Sided Midfielder/Fullback"
"37343","Right-Sided Attacker"
"373453","Central Forward"
"373453","Left-Sided Attacker"
"373457","Left-Sided Attacker"
"37347","Left-Sided Midfielder/Fullback"
"37357","Left-Sided Attacker"
"37357","Central Midfielder"
"37357","Left-Sided Midfielder/Fullback"
"37358","Central Defender"
"37358","Right-Sided Midfielder/Fullback"
"373649","Central Midfielder"
"37369","Central Midfielder"
"37370","Central Midfielder"
"373875","Central Midfielder"
"373969","Left-Sided Attacker"
"37398","Central Forward"
"374009","Central Forward"
"374009","Left-Sided Attacker"
"374009","Right-Sided Attacker"
"374027","Left-Sided Midfielder/Fullback"
"374027","Central Midfielder"
"37408","Right-Sided Midfielder/Fullback"
"37414","Left-Sided Attacker"
"37414","Right-Sided Attacker"
"374141","Central Midfielder"
"374141","Left-Sided Attacker"
"37435","Central Defender"
"37440","Central Midfielder"
"374489","Central Defender"
"37453","Central Midfielder"
"374617","Central Defender"
"374637","Central Defender"
"374691","Central Midfielder"
"374815","Right-Sided Midfielder/Fullback"
"374837","Right-Sided Midfielder/Fullback"
"374837","Central Midfielder"
"374849","Central Forward"
"374851","Central Forward"
"375523","Central Forward"
"375881","Central Midfielder"
"376159","Right-Sided Midfielder/Fullback"
"376171","Central Forward"
"37626","Central Forward"
"376277","Central Midfielder"
"37628","Central Forward"
"376309","Central Midfielder"
"376309","Right-Sided Midfielder/Fullback"
"37635","Central Defender"
"376489","Right-Sided Midfielder/Fullback"
"376489","Right-Sided Attacker"
"376527","Central Midfielder"
"376573","Central Defender"
"376573","Right-Sided Midfielder/Fullback"
"376579","Left-Sided Attacker"
"376579","Left-Sided Midfielder/Fullback"
"37659","Central Midfielder"
"377269","Left-Sided Midfielder/Fullback"
"377309","Central Midfielder"
"377319","Central Forward"
"377319","Central Midfielder"
"377319","Left-Sided Attacker"
"377487","Central Defender"
"377487","Left-Sided Midfielder/Fullback"
"377487","Right-Sided Midfielder/Fullback"
"377505","Left-Sided Midfielder/Fullback"
"377505","Central Midfielder"
"377509","Left-Sided Midfielder/Fullback"
"377509","Central Defender"
"377509","Central Midfielder"
"377511","Central Midfielder"
"377513","Central Midfielder"
"377515","Central Defender"
"377515","Central Midfielder"
"377519","Left-Sided Attacker"
"377523","Left-Sided Attacker"
"37761","Central Midfielder"
"378055","Central Midfielder"
"37828","Central Defender"
"37850","Central Forward"
"37850","Central Midfielder"
"37856","Right-Sided Attacker"
"37856","Central Midfielder"
"37856","Left-Sided Midfielder/Fullback"
"378589","Right-Sided Midfielder/Fullback"
"378589","Central Defender"
"378645","Left-Sided Midfielder/Fullback"
"378689","Central Forward"
"378703","Central Midfielder"
"37890","Central Midfielder"
"37890","Right-Sided Midfielder/Fullback"
"379121","Right-Sided Attacker"
"379121","Left-Sided Attacker"
"37915","Central Forward"
"379297","Central Forward"
"379297","Central Midfielder"
"379351","Right-Sided Midfielder/Fullback"
"379365","Left-Sided Attacker"
"37958","Central Forward"
"379651","Central Defender"
"379791","Central Midfielder"
"379793","Right-Sided Midfielder/Fullback"
"379793","Central Midfielder"
"379815","Left-Sided Midfielder/Fullback"
"379815","Central Defender"
"379823","Left-Sided Attacker"
"379823","Central Midfielder"
"379825","Central Midfielder"
"379825","Left-Sided Attacker"
"379841","Left-Sided Attacker"
"379841","Central Midfielder"
"379855","Central Forward"
"380767","Central Defender"
"380827","Right-Sided Midfielder/Fullback"
"380919","Right-Sided Midfielder/Fullback"
"381081","Right-Sided Midfielder/Fullback"
"381091","Right-Sided Attacker"
"381095","Right-Sided Midfielder/Fullback"
"381099","Central Midfielder"
"381105","Right-Sided Midfielder/Fullback"
"381105","Central Midfielder"
"381105","Left-Sided Midfielder/Fullback"
"381201","Left-Sided Attacker"
"381201","Central Midfielder"
"381271","Left-Sided Midfielder/Fullback"
"381327","Central Midfielder"
"381327","Right-Sided Midfielder/Fullback"
"381613","Central Midfielder"
"38210","Left-Sided Midfielder/Fullback"
"38210","Right-Sided Midfielder/Fullback"
"38223","Central Midfielder"
"382235","Right-Sided Midfielder/Fullback"
"382235","Right-Sided Attacker"
"382237","Central Forward"
"38225","Central Forward"
"38228","Central Midfielder"
"38232","Central Midfielder"
"38232","Central Defender"
"382573","Central Defender"
"382647","Left-Sided Attacker"
"382647","Right-Sided Attacker"
"38271","Central Forward"
"38271","Central Midfielder"
"382711","Central Midfielder"
"382711","Central Forward"
"382807","Central Forward"
"383361","Central Midfielder"
"383361","Right-Sided Attacker"
"38339","Central Forward"
"38339","Central Midfielder"
"38339","Right-Sided Attacker"
"383475","Central Midfielder"
"383495","Central Midfielder"
"384173","Central Midfielder"
"384659","Central Defender"
"384659","Left-Sided Midfielder/Fullback"
"38486","Left-Sided Midfielder/Fullback"
"385241","Central Defender"
"385255","Central Defender"
"385255","Central Midfielder"
"385271","Right-Sided Midfielder/Fullback"
"385271","Left-Sided Midfielder/Fullback"
"385275","Central Defender"
"385275","Left-Sided Midfielder/Fullback"
"385287","Central Forward"
"385291","Right-Sided Midfielder/Fullback"
"385473","Right-Sided Midfielder/Fullback"
"385473","Right-Sided Attacker"
"385803","Central Midfielder"
"386257","Central Defender"
"386259","Central Defender"
"386261","Central Defender"
"386263","Right-Sided Attacker"
"386263","Left-Sided Attacker"
"386265","Right-Sided Midfielder/Fullback"
"386267","Central Midfielder"
"386267","Left-Sided Midfielder/Fullback"
"386271","Central Midfielder"
"386275","Right-Sided Attacker"
"386275","Central Midfielder"
"386277","Central Midfielder"
"386277","Right-Sided Attacker"
"386279","Left-Sided Attacker"
"386279","Central Midfielder"
"386281","Central Forward"
"386285","Left-Sided Midfielder/Fullback"
"386419","Right-Sided Attacker"
"386419","Left-Sided Attacker"
"386653","Left-Sided Midfielder/Fullback"
"386653","Central Midfielder"
"386927","Right-Sided Midfielder/Fullback"
"386927","Left-Sided Midfielder/Fullback"
"386929","Central Defender"
"386929","Right-Sided Midfielder/Fullback"
"386947","Central Forward"
"386951","Central Forward"
"386997","Left-Sided Midfielder/Fullback"
"387005","Central Midfielder"
"387007","Central Defender"
"387007","Central Midfielder"
"38739","Central Defender"
"387469","Left-Sided Attacker"
"387469","Right-Sided Attacker"
"387739","Right-Sided Attacker"
"387755","Right-Sided Attacker"
"388469","Central Forward"
"388789","Central Defender"
"389153","Left-Sided Midfielder/Fullback"
"389153","Right-Sided Midfielder/Fullback"
"389197","Central Midfielder"
"389197","Left-Sided Attacker"
"389203","Central Midfielder"
"389217","Central Forward"
"389217","Central Midfielder"
"389399","Left-Sided Attacker"
"389409","Central Forward"
"38963","Left-Sided Attacker"
"38963","Central Midfielder"
"38963","Right-Sided Midfielder/Fullback"
"389713","Central Midfielder"
"389713","Left-Sided Midfielder/Fullback"
"389775","Left-Sided Midfielder/Fullback"
"389785","Central Defender"
"389939","Central Forward"
"389947","Central Midfielder"
"39042","Left-Sided Midfielder/Fullback"
"39048","Right-Sided Midfielder/Fullback"
"39064","Left-Sided Midfielder/Fullback"
"39064","Left-Sided Attacker"
"390657","Central Forward"
"390657","Left-Sided Attacker"
"390657","Right-Sided Attacker"
"390769","Central Defender"
"390823","Central Midfielder"
"390843","Central Defender"
"39096","Right-Sided Midfielder/Fullback"
"39100","Central Midfielder"
"391007","Left-Sided Midfielder/Fullback"
"391071","Central Forward"
"391097","Right-Sided Midfielder/Fullback"
"391097","Central Midfielder"
"39114","Central Midfielder"
"39117","Right-Sided Midfielder/Fullback"
"39117","Central Midfielder"
"391329","Right-Sided Attacker"
"391329","Central Forward"
"391401","Left-Sided Midfielder/Fullback"
"39150","Central Defender"
"39152","Central Defender"
"39165","Central Defender"
"39165","Right-Sided Midfielder/Fullback"
"391823","Left-Sided Midfielder/Fullback"
"391823","Right-Sided Midfielder/Fullback"
"391827","Left-Sided Midfielder/Fullback"
"391827","Right-Sided Midfielder/Fullback"
"391943","Central Forward"
"391943","Left-Sided Attacker"
"391969","Central Forward"
"39209","Central Midfielder"
"392110","Central Defender"
"392119","Central Midfielder"
"392121","Central Defender"
"39221","Left-Sided Attacker"
"392404","Left-Sided Midfielder/Fullback"
"392404","Central Midfielder"
"392408","Central Defender"
"392780","Left-Sided Attacker"
"392814","Right-Sided Attacker"
"392814","Central Midfielder"
"392814","Left-Sided Attacker"
"39285","Central Forward"
"39291","Right-Sided Midfielder/Fullback"
"39291","Central Defender"
"39300","Central Forward"
"39300","Left-Sided Attacker"
"39300","Right-Sided Attacker"
"39301","Right-Sided Attacker"
"39301","Left-Sided Attacker"
"393176","Central Defender"
"39325","Central Defender"
"39326","Central Forward"
"39326","Central Midfielder"
"39326","Right-Sided Attacker"
"39350","Central Midfielder"
"39353","Central Defender"
"393751","Central Forward"
"393852","Central Forward"
"393852","Left-Sided Attacker"
"393852","Right-Sided Attacker"
"394012","Right-Sided Attacker"
"394012","Left-Sided Attacker"
"394197","Central Midfielder"
"394209","Central Midfielder"
"39442","Central Defender"
"394462","Left-Sided Midfielder/Fullback"
"39454","Right-Sided Attacker"
"39454","Central Midfielder"
"394561","Right-Sided Attacker"
"394561","Central Forward"
"394561","Left-Sided Attacker"
"394561","Left-Sided Midfielder/Fullback"
"394610","Right-Sided Midfielder/Fullback"
"394610","Left-Sided Attacker"
"39462","Central Midfielder"
"39462","Right-Sided Attacker"
"394647","Right-Sided Midfielder/Fullback"
"394647","Central Defender"
"394664","Right-Sided Midfielder/Fullback"
"394664","Central Midfielder"
"394664","Left-Sided Midfielder/Fullback"
"39468","Left-Sided Midfielder/Fullback"
"39468","Left-Sided Attacker"
"394702","Left-Sided Attacker"
"394703","Central Defender"
"394760","Central Defender"
"394760","Left-Sided Midfielder/Fullback"
"394807","Central Midfielder"
"394807","Left-Sided Midfielder/Fullback"
"394836","Central Defender"
"394852","Right-Sided Attacker"
"394852","Left-Sided Attacker"
"394889","Central Forward"
"394938","Central Defender"
"395070","Right-Sided Attacker"
"395070","Central Midfielder"
"395241","Right-Sided Attacker"
"395241","Left-Sided Attacker"
"395395","Central Forward"
"395395","Left-Sided Attacker"
"395395","Right-Sided Attacker"
"395433","Central Forward"
"395471","Central Midfielder"
"39549","Central Midfielder"
"39549","Left-Sided Attacker"
"39552","Left-Sided Midfielder/Fullback"
"395520","Central Defender"
"395671","Left-Sided Attacker"
"39579","Central Defender"
"395790","Central Midfielder"
"395813","Central Defender"
"396094","Right-Sided Midfielder/Fullback"
"396303","Central Defender"
"396303","Central Midfielder"
"396472","Left-Sided Attacker"
"396472","Central Midfielder"
"396490","Right-Sided Attacker"
"396490","Central Midfielder"
"396635","Central Midfielder"
"396637","Central Midfielder"
"396649","Central Forward"
"3967","Central Forward"
"396704","Right-Sided Attacker"
"396704","Central Midfielder"
"396763","Central Defender"
"396832","Central Defender"
"396866","Central Forward"
"396925","Central Midfielder"
"397093","Central Defender"
"397121","Left-Sided Midfielder/Fullback"
"397328","Right-Sided Attacker"
"397328","Left-Sided Attacker"
"397479","Right-Sided Attacker"
"397479","Central Forward"
"397479","Central Midfielder"
"397601","Right-Sided Midfielder/Fullback"
"397601","Left-Sided Midfielder/Fullback"
"397768","Central Forward"
"397774","Central Defender"
"397784","Central Midfielder"
"397791","Right-Sided Attacker"
"39792","Central Midfielder"
"39792","Left-Sided Attacker"
"398088","Central Defender"
"398191","Central Forward"
"398191","Central Midfielder"
"398191","Left-Sided Attacker"
"398287","Right-Sided Attacker"
"398287","Central Forward"
"398303","Left-Sided Attacker"
"398303","Right-Sided Attacker"
"398444","Left-Sided Attacker"
"398474","Central Midfielder"
"398591","Right-Sided Midfielder/Fullback"
